// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]
// HASH_VALUE 595680F8B4701BCF
// INDEX 787
emote_painful_nobody	[&EMT&$a$ hat Schmerzen.]

// HASH_VALUE 889CE98960B0A70D
// INDEX 788
emote_painful_self	[&EMT&$a$ ist arg verwundet, und JA es tut weh!]

// HASH_VALUE 1231FB238BD096EC
// INDEX 789
emote_panic_target	[&EMT&$a$ gerät vor $t$ in Panik.]

// HASH_VALUE 1E0347DAF7E4969E
// INDEX 790
emote_panic_nobody	[&EMT&$a$ gerät in Panik.]

// HASH_VALUE 829D603F1ED7F3D9
// INDEX 791
emote_panic_self	[&EMT&$a$ versetzt sich selbst in Panik.]

// HASH_VALUE C677F7DB54D6778C
// INDEX 792
emote_patient_target	[&EMT&$a$ hat mit $t$ Geduld.]

// HASH_VALUE 61841FDB42354E5A
// INDEX 793
emote_patient_nobody	[&EMT&$a$ wartet geduldig.]

// HASH_VALUE 2EDB119314B57249
// INDEX 794
emote_patient_self	[&EMT&$a$ zeigt die Geduld, die ein wahrer Homin wert ist.]

// HASH_VALUE 1AFC07FDA0D00ADF
// INDEX 795
emote_patriotic_target	[&EMT&$a$ fragt sich, ob $t$ heute etwas patriotisch veranlagt ist.]

// HASH_VALUE D23FBAA21757ED02
// INDEX 796
emote_patriotic_nobody_m	[&EMT&$a$ opfert sich für seine Heimatstadt auf.]

// HASH_VALUE DEC351B61FC6FBE9
// INDEX 797
emote_patriotic_nobody_f	[&EMT&$a$ opfert sich für ihre Heimatstadt auf.]

// HASH_VALUE 82A20416C4734724
// INDEX 798
emote_patriotic_self	[&EMT&$a$ hisst eine Flagge.]

// HASH_VALUE 30D59C4292B06E78
// INDEX 799
emote_pedantic_target	[&EMT&$a$ hält $t$ eine Moralpredigt.]

// HASH_VALUE 1F397B01FE9A99E0
// INDEX 800
emote_pedantic_nobody_m	[&EMT&$a$ weigert sich seine Fantasie spielen zu lassen.]

// HASH_VALUE 1F397B01FE9A99E0
// INDEX 801
emote_pedantic_nobody_f	[&EMT&$a$ weigert sich seine Fantasie spielen zu lassen.]

// HASH_VALUE 0233D8B3DD61D1C8
// INDEX 802
emote_pedantic_self	[&EMT&$a$ behält seine eingeschränkte Sicht der Dinge, und das ist auch gut so.]

// HASH_VALUE AC74F35BD8D8A8D2
// INDEX 803
emote_perturbed_target	[&EMT&$a$ ist über $t$ beunruhigt.]

// HASH_VALUE 16F07AF6FEF505F4
// INDEX 804
emote_perturbed_nobody	[&EMT&$a$ hat einen beunruhigten Gesichtsausdruck.]

// HASH_VALUE BF8AC58415DBB830
// INDEX 805
emote_perturbed_self	[&EMT&$a$ ist nicht besonders zufrieden.]

// HASH_VALUE 50155653B9BFC071
// INDEX 806
emote_pessimistic_target	[&EMT&$a$ glaubt nicht, dass es funktionieren wird, $t$.]

// HASH_VALUE FFDB4DE7B8BEF79A
// INDEX 807
emote_pessimistic_nobody	[&EMT&$a$ ist alles andere als optimistisch.]

// HASH_VALUE 4C7FD6E07F0D1461
// INDEX 808
emote_pessimistic_self	[&EMT&$a$ weiß, dass es nicht funktionieren wird.]

// HASH_VALUE EB64D0FCC7750F0C
// INDEX 809
emote_petulant_target	[&EMT&$a$ fährt jetzt erst recht fort, da $t$ gereizt auf das Thema reagiert.]

// HASH_VALUE 1B623F1606F4FE40
// INDEX 810
emote_petulant_nobody	[&EMT&$a$ wird beleidigend.]

// HASH_VALUE E9BB021A52D547A7
// INDEX 811
emote_petulant_self_m	[&EMT&$a$ ist bekannt für seine kranke Art von Humor.]

// HASH_VALUE DF0573B7936F580B
// INDEX 812
emote_petulant_self_f	[&EMT&$a$ ist bekannt für ihre kranke Art von Humor.]

// HASH_VALUE D98071F71FF8CAFC
// INDEX 813
emote_philosophical_target	[&EMT&$a$ stimmt philosophisch mit $t$ überein.]

// HASH_VALUE E245D7E7EC8261AD
// INDEX 814
emote_philosophical_nobody	[&EMT&$a$ betrachtet gerade die Bedeutung vieler Dinge.]

// HASH_VALUE D596F821D2565EC8
// INDEX 815
emote_philosophical_self	[&EMT&$a$ hat einige Theorien.]

// HASH_VALUE 461F61A0AA2A68A7
// INDEX 816
emote_pitying_target	[&EMT&$a$ schenkt $t$ einen mitleidigen Blick.]

// HASH_VALUE A896AF17C3158B1B
// INDEX 817
emote_pitying_nobody	[&EMT&$a$ bemitleidet euch alle.]

// HASH_VALUE D9A03CB5AED2F0D6
// INDEX 818
emote_pitying_self_m	[&EMT&$a$ ist in selbstmitleidiger Stimmung, beachtet ihn einfach nicht.]

// HASH_VALUE D9A03CB56CE218D6
// INDEX 819
emote_pitying_self_f	[&EMT&$a$ ist in selbstmitleidiger Stimmung, beachtet sie einfach nicht.]

// HASH_VALUE 53081BD94B75CF26
// INDEX 820
emote_playful_target	[&EMT&$a$ mustert $t$ verspielt.]

// HASH_VALUE EF3FB99D87E8AB37
// INDEX 821
emote_playful_nobody	[&EMT&$a$ ist in verspielter Stimmung.]

// HASH_VALUE 1B0AD57F440B40A9
// INDEX 822
emote_playful_self	[&EMT&$a$ spielt mit einigen Dingen rum.]

// HASH_VALUE 54A8EFD848E5E7CB
// INDEX 823
emote_pleased_target	[&EMT&$a$ ist mit $t$ zufrieden.]

// HASH_VALUE 0F5B68CBC877FF45
// INDEX 824
emote_pleased_nobody	[&EMT&$a$ lächelt zufrieden.]

// HASH_VALUE 402EB544181C6733
// INDEX 825
emote_pleased_self_m	[&EMT&$a$ ist mit sich selbst zufrieden.]

// HASH_VALUE 402EB544181C6733
// INDEX 826
emote_pleased_self_f	[&EMT&$a$ ist mit sich selbst zufrieden.]

// HASH_VALUE 8F6490CDA5B586E4
// INDEX 827
emote_point_target	[&EMT&$a$ deutet auf $t$.]

// HASH_VALUE 663610CF3F284E36
// INDEX 828
emote_point_nobody	[&EMT&$a$ deutet irgendwo hin.]

// HASH_VALUE FD2851507180478A
// INDEX 829
emote_point_self_m	[&EMT&$a$ zeigt auf sich selbst. "Ich!"]

// HASH_VALUE FD2851507180478A
// INDEX 830
emote_point_self_f	[&EMT&$a$ zeigt auf sich selbst. "Ich!"]

// HASH_VALUE D32E29B1E39BE363
// INDEX 831
emote_pointback_target_m	[&EMT&$a$ deutet hinter sich. "Hinter mir, $t$."]

// HASH_VALUE D32E29B1E39BE363
// INDEX 832
emote_pointback_target_f	[&EMT&$a$ deutet hinter sich. "Hinter mir, $t$."]

// HASH_VALUE 1746C028C1C7DBE0
// INDEX 833
emote_pointback_nobody	[&EMT&$a$ deutet nach hinten.]

// HASH_VALUE 1A96D81702330325
// INDEX 834
emote_pointback_self_m	[&EMT&$a$ deutet hinter sich.]

// HASH_VALUE 1A96D81702330325
// INDEX 835
emote_pointback_self_f	[&EMT&$a$ deutet hinter sich.]

// HASH_VALUE F0B04C2A93E0E001
// INDEX 836
emote_pointfront_target_m	[&EMT&$a$ deutet vor sich. "Genau voraus, $t$."]

// HASH_VALUE F0B04C2A93E0E001
// INDEX 837
emote_pointfront_target_f	[&EMT&$a$ deutet vor sich. "Genau voraus, $t$."]

// HASH_VALUE A667C01F3F183D3D
// INDEX 838
emote_pointfront_nobody	[&EMT&$a$ deutet genau voraus.]

// HASH_VALUE 6F5F256F21BCB002
// INDEX 839
emote_pointfront_self	[&EMT&$a$ deutet vor sich. "Ich gehe dort hin."]

// HASH_VALUE 33BACE352B560465
// INDEX 840
emote_pointleft_target	[&EMT&$a$ deutet nach links. "Diese Richtung, $t$."]

// HASH_VALUE EE4915F2E5901C61
// INDEX 841
emote_pointleft_nobody	[&EMT&$a$ deutet nach links. Diese Richtung.]

// HASH_VALUE 61342575BFC58D1D
// INDEX 842
emote_pointleft_self	[&EMT&$a$ deutet nach links. " Ich gehe in diese Richtung."]

// HASH_VALUE F8F556197A6F9B58
// INDEX 843
emote_pointright_target	[&EMT&$a$ deutet nach rechts. "Diese Richtung, $t$."]

// HASH_VALUE 360F4A045FCF8C43
// INDEX 844
emote_pointright_nobody	[&EMT&$a$ deutet nach rechts. Diese Richtung.]

// HASH_VALUE E4892972FC85AD1B
// INDEX 845
emote_pointright_self	[&EMT&$a$ deutet nach rechts. "Ich gehe in diese Richtung."]

// HASH_VALUE 109FFBD24A314BCE
// INDEX 846
emote_polite_target	[&EMT&$a$ lächelt $t$ höflich an.]

// HASH_VALUE E124E2D4A5F94229
// INDEX 847
emote_polite_nobody	[&EMT&$a$ wartet höflich.]

// HASH_VALUE 7E3BC10C42D59DDE
// INDEX 848
emote_polite_self	[&EMT&$a$ ist viel zu höflich, um jemandem etwas anzutun.]

// HASH_VALUE C8F035BFE57A674A
// INDEX 849
emote_pompous_target	[&EMT&$a$ nennt $t$ einen großspurigen Poser.]

// HASH_VALUE 8117E6E8EF265CDA
// INDEX 850
emote_pompous_nobody	[&EMT&$a$ stolziert aufgeblasen hin und her.]

// HASH_VALUE 71FBDFC17C8D7AB0
// INDEX 851
emote_pompous_self_m	[&EMT&$a$ streckt die Brust raus und denkt er sei der Größte.]

// HASH_VALUE BBBD7C215ABB9068
// INDEX 852
emote_pompous_self_f	[&EMT&$a$ streckt die Brust raus und denkt sie sei die Größte.]

// HASH_VALUE C542AA86996A318C
// INDEX 853
emote_powerful_target	[&EMT&$a$ weiß wie mächtig $t$ ist.]

// HASH_VALUE 55B944C909E7864D
// INDEX 854
emote_powerful_nobody	[&EMT&$a$ strahlt pure Macht aus.]

// HASH_VALUE 2BA7E662F4BF1045
// INDEX 855
emote_powerful_self	[&EMT&$a$ ist der mächtigste weit und breit!]

// HASH_VALUE 01E87B94791A2E86
// INDEX 856
emote_praying_target	[&EMT&$a$ erbittet Erleuchtung für $t$.]

// HASH_VALUE F1352A5CE0CC5809
// INDEX 857
emote_praying_nobody	[&EMT&$a$ schaut in den Himmel und sucht nach Führung.]

// HASH_VALUE 113362B5AE83CFBD
// INDEX 858
emote_praying_self	[&EMT&$a$ braucht wohl gerade göttliche Hilfe.]

// HASH_VALUE 6A430B1FBF8495E4
// INDEX 859
emote_proud_target	[&EMT&$a$ ist so stolz auf $t$.]

// HASH_VALUE 52884424D821F626
// INDEX 860
emote_proud_nobody	[&EMT&$a$ steht voller Stolz.]

// HASH_VALUE 358953D9FCE3F4C9
// INDEX 861
emote_proud_self_m	[&EMT&$a$ scheint recht stolz auf sich selbst zu sein.]

// HASH_VALUE 358953D9FCE3F4C9
// INDEX 862
emote_proud_self_f	[&EMT&$a$ scheint recht stolz auf sich selbst zu sein.]

// HASH_VALUE 44E9F83FDA9AA261
// INDEX 863
emote_provocative_target	[&EMT&$a$ versucht $t$ zu provozieren.]

// HASH_VALUE EE0DF19CA2FA988C
// INDEX 864
emote_provocative_nobody	[&EMT&$a$ nimmt eine provokative Pose ein.]

// HASH_VALUE 2FECB2C15D2B4085
// INDEX 865
emote_provocative_self	[&EMT&$a$ ist im Moment sehr leicht reizbar.]

// HASH_VALUE 0AA33859C4D2E5FA
// INDEX 866
emote_puzzled_target	[&EMT&$a$ mustert $t$ mit einem verwirrten Blick.]

// HASH_VALUE 7FAF3CFC245B74F0
// INDEX 867
emote_puzzled_nobody	[&EMT&$a$ versucht etwas heraus zu bekommen.]

// HASH_VALUE 47CD01EB49C35B43
// INDEX 868
emote_puzzled_self_m	[&EMT&$a$ schafft es manchmal recht erfolgreich sich selbst zu verwirren.]

// HASH_VALUE 47CD01EB49C35B43
// INDEX 869
emote_puzzled_self_f	[&EMT&$a$ schafft es manchmal recht erfolgreich sich selbst zu verwirren.]

// HASH_VALUE D713AF448649C32D
// INDEX 870
emote_quiet_target	[&EMT&$a$ deutet $t$ still zu sein.]

// HASH_VALUE 454633D5D7B702D0
// INDEX 871
emote_quiet_nobody	[&EMT&$a$ wird still.]

// HASH_VALUE 9292C006FAC1615C
// INDEX 872
emote_quiet_self	[&EMT&$a$ bleibt still.]

// HASH_VALUE 2CAA5865FE0FBFDE
// INDEX 873
emote_ready_target	[&EMT&$a$ dreht sich zu $t$ um. "Bereit?"]

// HASH_VALUE A72708CB8E49AE1F
// INDEX 874
emote_ready_nobody	[&EMT&$a$ ist für alles bereit.]

// HASH_VALUE 3BFB11F682612562
// INDEX 875
emote_ready_self_m	[&EMT&$a$ lässt jeden wissen, dass er bereit ist.]

// HASH_VALUE 0E2B0131D121F45E
// INDEX 876
emote_ready_self_f	[&EMT&$a$ lässt jeden wissen, dass sie bereit ist.]

// HASH_VALUE DEE2BBA3E961BF64
// INDEX 877
emote_reassured_target	[&EMT&$a$ nickt $t$ bestätigend zu.]

// HASH_VALUE D74F0619F54291FC
// INDEX 878
emote_reassured_nobody	[&EMT&$a$ findet sich durch die Situation beruhigt.]

// HASH_VALUE 863769FE303B6088
// INDEX 879
emote_reassured_self	[&EMT&$a$ hat keine Sorgen, und ist beruhigt.]

// HASH_VALUE 5D100CDE93B697F2
// INDEX 880
emote_rebellious_target	[&EMT&$a$ versucht $t$ zum rebellieren zu bewegen.]

// HASH_VALUE A3B927FD815094BB
// INDEX 881
emote_rebellious_nobody	[&EMT&$a$ scheint eine Rebellion anzetteln zu wollen.]

// HASH_VALUE DD53E5F09B900CAC
// INDEX 882
emote_rebellious_self	[&EMT&$a$ entscheidet sich ein Rebell zu werden.]

// HASH_VALUE AA41B664EDFFA9F6
// INDEX 883
emote_reckless_target	[&EMT&$a$ macht weiter ohne auf $t$ Rücksicht zu nehmen.]

// HASH_VALUE 30BD9D291CF4CB17
// INDEX 884
emote_reckless_nobody	[&EMT&$a$ macht rücksichtslos weiter.]

// HASH_VALUE 195D361FCF5AE26B
// INDEX 885
emote_reckless_self	[&EMT&$a$ fährt mit maximaler Geschwindigkeit fort ohne sich irgendwelche Gedanken zu machen.]

// HASH_VALUE EC65457112F6A3F7
// INDEX 886
emote_regretful_target	[&EMT&$a$ weiß, dass $t$ es bereuen wird.]

// HASH_VALUE 42AE7A71F8166ABA
// INDEX 887
emote_regretful_nobody_m	[&EMT&$a$ weiß jetzt schon, dass er es bereuen wird.]

// HASH_VALUE 8065C269BA7DF0A3
// INDEX 888
emote_regretful_nobody_f	[&EMT&$a$ weiß jetzt schon, dass sie es bereuen wird.]

// HASH_VALUE 3EFD7DB68AF00F81
// INDEX 889
emote_regretful_self_m	[&EMT&$a$ bereut umgehend was er getan hat.]

// HASH_VALUE 03EE9E5C9DDB8074
// INDEX 890
emote_regretful_self_f	[&EMT&$a$ bereut umgehend was sie getan hat.]

// HASH_VALUE 87879E34FB44667F
// INDEX 891
emote_relaxed_target	[&EMT&$a$ entspannt und denkt sich, $t$ solle sich auch entspannen.]

// HASH_VALUE D567E422512EDA1F
// INDEX 892
emote_relaxed_nobody	[&EMT&$a$ ist völlig entspannt.]

// HASH_VALUE 9188EFCB6EE67B2E
// INDEX 893
emote_relaxed_self	[&EMT&$a$ findet immer einen Weg, sich zu entspannen.]

// HASH_VALUE 7BFFD29DCA5B78D3
// INDEX 894
emote_relieved_target	[&EMT&$a$ seufzt erleichtert in Richtung $t$.]

// HASH_VALUE 9F95F7D999A6520E
// INDEX 895
emote_relieved_nobody	[&EMT&$a$ ist erleichtert.]

// HASH_VALUE FBD1C25E918A002C
// INDEX 896
emote_relieved_self_m	[&EMT&$a$ fühlt eine Welle der Erleichterung in sich.]

// HASH_VALUE FBD1C25E918A002C
// INDEX 897
emote_relieved_self_f	[&EMT&$a$ fühlt eine Welle der Erleichterung in sich.]

// HASH_VALUE 67046C8C0AE0CF79
// INDEX 898
emote_reluctant_target	[&EMT&$a$ folgt $t$ nur widerwillig.]

// HASH_VALUE E3679B959DF92565
// INDEX 899
emote_reluctant_nobody	[&EMT&$a$ geht nur widerwillig mit.]

// HASH_VALUE 6A92AF8F50A76C94
// INDEX 900
emote_reluctant_self	[&EMT&$a$ will das nicht wirklich tun, macht es aber trotzdem.]

// HASH_VALUE BBB445EEEFCA1790
// INDEX 901
emote_remorseful_target	[&EMT&$a$ fühlt sich wegen $t$ ganz schlecht.]

// HASH_VALUE 34DE001608E8B68C
// INDEX 902
emote_remorseful_nobody	[&EMT&$a$ scheint recht niedergeschlagen und reumütig zu sein.]

// HASH_VALUE 6476783951C44B10
// INDEX 903
emote_remorseful_self	[&EMT&$a$ zeigt Anzeichen von Reue.]

// HASH_VALUE 8E9567AFB77C3621
// INDEX 904
emote_resigned_target	[&EMT&$a$ gibt $t$ nach.]

// HASH_VALUE 502C0008157CA966
// INDEX 905
emote_resigned_nobody	[&EMT&$a$ tritt zurück.]

// HASH_VALUE 23677504CBC6D4F6
// INDEX 906
emote_resigned_self	[&EMT&$a$ hat sich mit dem Unvermeidbaren abgefunden.]

// HASH_VALUE 61A50BDD87554D0A
// INDEX 907
emote_respectful_target	[&EMT&$a$ respektiert $t$.]

// HASH_VALUE 10C9FE86971824A0
// INDEX 908
emote_respectful_nobody	[&EMT&$a$ bleibt auf eine respektvolle Art und Weise still.]

// HASH_VALUE 10C9FE86971824A0
// INDEX 909
emote_respectful_self	[&EMT&$a$ bleibt auf eine respektvolle Art und Weise still.]

// HASH_VALUE 7E8AFB23775F4F34
// INDEX 910
emote_revengeful_target_m	[&EMT&$a$ rächt sich an $t$.]

// HASH_VALUE 7E8AFB23775F4F34
// INDEX 911
emote_revengeful_target_f	[&EMT&$a$ rächt sich an $t$.]

// HASH_VALUE 2132F3FB4A5279E5
// INDEX 912
emote_revengeful_nobody	[&EMT&$a$ nimmt Rache.]

// HASH_VALUE 43D8BD2C376A3172
// INDEX 913
emote_revengeful_self_m	[&EMT&$a$ wird sich schon bald rächen!]

// HASH_VALUE 43D8BD2C376A3172
// INDEX 914
emote_revengeful_self_f	[&EMT&$a$ wird sich schon bald rächen!]

// HASH_VALUE 892D8C435DC59BAA
// INDEX 915
emote_ridicule_target	[&EMT&$a$ macht sich über $t$ lustig.]

// HASH_VALUE 266ABA683C18E188
// INDEX 916
emote_ridicule_nobody	[&EMT&$a$ denkt sich, dass es langsam lächerlich wird.]

// HASH_VALUE 77981A55EBAB0BAC
// INDEX 917
emote_ridicule_self_m	[&EMT&$a$ macht sich schnell über sich selbst lustig, bevor es jemand anders tut.]

// HASH_VALUE 77981A55EBAB0BAC
// INDEX 918
emote_ridicule_self_f	[&EMT&$a$ macht sich schnell über sich selbst lustig, bevor es jemand anders tut.]

// HASH_VALUE E4B557DB51622D10
// INDEX 919
emote_righteous_target	[&EMT&$a$ richtet das Schwert der Gerechtigkeit auf $t$.]

// HASH_VALUE DCE28658B651B197
// INDEX 920
emote_righteous_nobody	[&EMT&$a$ beschreitet den Weg der Gerechtigkeit.]

// HASH_VALUE C1075C37533A1338
// INDEX 921
emote_righteous_self	[&EMT&$a$ ist frei von Schuld und Sünde.]

// HASH_VALUE D6F98D253035E69C
// INDEX 922
emote_romantic_target	[&EMT&$a$ dichtet eine epische und romantische Ode für $t$.]

// HASH_VALUE 439CE86E85DD382F
// INDEX 923
emote_romantic_nobody	[&EMT&$a$ packt die Kerzen, Blumen und den Wein aus.]

// HASH_VALUE 342A598BA83030AA
// INDEX 924
emote_romantic_self_m	[&EMT&$a$ vergnügt sich selbst mit irgendetwas speziellem.]

// HASH_VALUE 342A598BA83030AA
// INDEX 925
emote_romantic_self_f	[&EMT&$a$ vergnügt sich selbst mit irgendetwas speziellem.]

// HASH_VALUE F87C5D8710FA0489
// INDEX 926
emote_rude_target	[&EMT&$a$ macht $t$ eine unverschämte Geste.]

// HASH_VALUE E04477E03509321F
// INDEX 927
emote_rude_nobody	[&EMT&$a$ schnaubt frech.]

// HASH_VALUE 21569E2246A6734F
// INDEX 928
emote_rude_self	[&EMT&$a$ beachtet dich eh nicht.]

// HASH_VALUE 65308BE17EABB1F3
// INDEX 929
emote_sad_target_m	[&EMT&$a$ blickt $t$ an und schüttelt traurig den Kopf.]

// HASH_VALUE 65308BE17EABB1F3
// INDEX 930
emote_sad_target_f	[&EMT&$a$ blickt $t$ an und schüttelt traurig den Kopf.]

// HASH_VALUE 93A3342D075F333C
// INDEX 931
emote_sad_nobody	[&EMT&$a$ sieht traurig aus.]

// HASH_VALUE CA8BBD593831D554
// INDEX 932
emote_sad_self	[&EMT&$a$ könnte ein wenig Aufmunterung gebrauchen.]

// HASH_VALUE 8BA2C363CAF3AE4D
// INDEX 933
emote_sarcastic_target	[&EMT&$a$ fragt sich, ob $t$ das gerade sarkastisch meinte.]

// HASH_VALUE A36E60CF96674227
// INDEX 934
emote_sarcastic_nobody	[&EMT&$a$ lächelt sarkastisch.]

// HASH_VALUE D1A81C0B7619737A
// INDEX 935
emote_sarcastic_self	[&EMT&$a$ meinte das sarkastisch.]

// HASH_VALUE 58CE172D744393FA
// INDEX 936
emote_scared_target	[&EMT&$a$ hat Angst vor $t$.]

// HASH_VALUE 5742A8D988685FFF
// INDEX 937
emote_scared_nobody	[&EMT&$a$ zittert vor Angst.]

// HASH_VALUE C72861DE0FC730C8
// INDEX 938
emote_scared_self_m	[&EMT&$a$ fürchtet sich vor sich selbst. Buh!]

// HASH_VALUE C72861DE0FC730C8
// INDEX 939
emote_scared_self_f	[&EMT&$a$ fürchtet sich vor sich selbst. Buh!]

// HASH_VALUE 0E454CDCF80492D3
// INDEX 940
emote_scolding_target	[&EMT&$a$ beschimpft $t$.]

// HASH_VALUE CA661F925D413FFE
// INDEX 941
emote_scolding_nobody	[&EMT&$a$ scheint bereit, jemanden so richtig in die Mangel zu nehmen.]

// HASH_VALUE 890F0CDAE7792E16
// INDEX 942
emote_scolding_self_m	[&EMT&$a$ bestraft sich selbst. "Ich Böser, ich!"]

// HASH_VALUE 07A3DC945F89111B
// INDEX 943
emote_scolding_self_f	[&EMT&$a$ bestraft sich selbst. "Ich Böse, ich!"]

// HASH_VALUE D7CE6F07CB107920
// INDEX 944
emote_sedate_target	[&EMT&$a$ beruhigt $t$.]

// HASH_VALUE 57F7041AD40096D6
// INDEX 945
emote_sedate_nobody	[&EMT&$a$ ist völlig beruhigt.]

// HASH_VALUE 6499B43251F58765
// INDEX 946
emote_sedate_self	[&EMT&$a$ braucht etwas Beruhigung.]

// HASH_VALUE 1735644A99C5837F
// INDEX 947
emote_selfish_target	[&EMT&$a$ hält $t$ für selbstsüchtig.]

// HASH_VALUE BEADFEB9F2CF4487
// INDEX 948
emote_selfish_nobody	[&EMT&$a$ hat sehr selbstsüchtige Gedanken.]

// HASH_VALUE ADCEBE8DA5902C8B
// INDEX 949
emote_selfish_self	[&EMT&$a$ ist gerade etwas selbstsüchtig.]

// HASH_VALUE 454F54BEA29C2F97
// INDEX 950
emote_serious_target	[&EMT&$a$ verlangt von $t$ etwas mehr Ernst.]

// HASH_VALUE 45C74FDA56D602D0
// INDEX 951
emote_serious_nobody	[&EMT&$a$ wird ernst.]

// HASH_VALUE E22AED19FA20D817
// INDEX 952
emote_serious_self	[&EMT&$a$ wird aufrichtig und agiert nun völlig ernst.]

// HASH_VALUE CEA6960F06DF79F0
// INDEX 953
emote_shameless_target	[&EMT&$a$ fragt sich, ob $t$ überhaupt Schamgefühl kennt.]

// HASH_VALUE 92F21C0C8693E3F9
// INDEX 954
emote_shameless_nobody	[&EMT&$a$ kennt keine Scham.]

// HASH_VALUE 1677101FCF5F8EE7
// INDEX 955
emote_shameless_self	[&EMT&$a$ ist völlig schamlos.]

// HASH_VALUE 6EB80CF808B97F88
// INDEX 956
emote_sheepish_target	[&EMT&$a$ schaut $t$ ganz verlegen an.]

// HASH_VALUE C36DDD0FC8F92E81
// INDEX 957
emote_sheepish_nobody	[&EMT&$a$ wird plötzlich ganz verlegen.]

// HASH_VALUE 0A9211E3E5ED3E83
// INDEX 958
emote_sheepish_self_m	[&EMT&$a$ schaut ganz verlegen auf den Boden.]

// HASH_VALUE 0A9211E3E5ED3E83
// INDEX 959
emote_sheepish_self_f	[&EMT&$a$ schaut ganz verlegen auf den Boden.]

// HASH_VALUE 8236955934C3BE10
// INDEX 960
emote_shifty_target	[&EMT&$a$ hält $t$ für ganz schön verschlagen.]

// HASH_VALUE 115F66A773FA7CBB
// INDEX 961
emote_shifty_nobody	[&EMT&$a$ setzt einen verschlagenen Blick auf.]

// HASH_VALUE 1F35DB624A219D96
// INDEX 962
emote_shifty_self	[&EMT&$a$ sieht wie ein ziemlich verschlagener Homin aus.]

// HASH_VALUE 59C949EF09DB30BE
// INDEX 963
emote_shocked_target	[&EMT&$a$ schaut $t$ ganz schockiert an.]

// HASH_VALUE 934690EE769083D5
// INDEX 964
emote_shocked_nobody	[&EMT&$a$ ist geschockt.]

// HASH_VALUE DD3C697DE7850485
// INDEX 965
emote_shocked_self	[&EMT&$a$ ist zu geschockt, um antworten zu können.]

// HASH_VALUE 1E2F50B8B4989511
// INDEX 966
emote_shutup_target	[&EMT&$a$ verlangt von $t$ den Mund zu halten.]

// HASH_VALUE 65B032B049272FAC
// INDEX 967
emote_shutup_nobody	[&EMT&$a$ kann nicht klar denken. Könnten bitte alle mal einen Moment ruhig sein?]

// HASH_VALUE 3664FE71A3C603AA
// INDEX 968
emote_shutup_self_m	[&EMT&$a$ murmelt etwas davon, dass er vielleicht besser seinen Mund halten sollte.]

// HASH_VALUE F924E9767740689D
// INDEX 969
emote_shutup_self_f	[&EMT&$a$ murmelt etwas davon, dass sie vielleicht besser ihren Mund halten sollte.]

// HASH_VALUE 99F805EFCCAB084D
// INDEX 970
emote_shy_target	[&EMT&$a$ blickt $t$ ganz schüchtern an.]

// HASH_VALUE 49851BD7D6944D64
// INDEX 971
emote_shy_nobody	[&EMT&$a$ sagt nicht viel.]

// HASH_VALUE 5D4E996E392E796B
// INDEX 972
emote_shy_self	[&EMT&$a$ nuschelt sehr leise, etwas schüchtern zu sein.]

// HASH_VALUE B2FE9C24F229F34E
// INDEX 973
emote_sigh_target	[&EMT&$a$ seufzt laut in Richtung $t$.]

// HASH_VALUE E454C48C28BAF218
// INDEX 974
emote_sigh_nobody	[&EMT&$a$ seufzt.]

// HASH_VALUE E454C48C28BAF218
// INDEX 975
emote_sigh_self_m	[&EMT&$a$ seufzt.]

// HASH_VALUE E454C48C28BAF218
// INDEX 976
emote_sigh_self_f	[&EMT&$a$ seufzt.]

// HASH_VALUE 23D0B6910F3ACB3C
// INDEX 977
emote_silence_target	[&EMT&$a$ geht einen Schritt auf $t$ zu. Pssst!]

// HASH_VALUE DB4068E1A5C95635
// INDEX 978
emote_silence_nobody	[&EMT&$a$ bittet um Ruhe.]

// HASH_VALUE C3035815C22813F2
// INDEX 979
emote_silence_self	[&EMT&$a$ hat nichts gesagt.]

// HASH_VALUE 0B001798C4759242
// INDEX 980
emote_silly_target	[&EMT&$a$ findet $t$ dumm.]

// HASH_VALUE 0BF5CBD8C4759242
// INDEX 981
emote_silly_nobody	[&EMT&$a$ findet das dumm.]

// HASH_VALUE 2664B91C0E46591D
// INDEX 982
emote_silly_self	[&EMT&$a$ ist dumm und weiß es.]

// HASH_VALUE 9FB3FF4BC9E67A6D
// INDEX 983
emote_sincerely_target	[&EMT&$a$ nickt $t$ aufrichtig zu.]

// HASH_VALUE 510E680EC794164B
// INDEX 984
emote_sincerely_nobody_m	[&EMT&$a$ meint was er sagt.]

// HASH_VALUE D6733408D7EE0B23
// INDEX 985
emote_sincerely_nobody_f	[&EMT&$a$ meint was sie sagt.]

// HASH_VALUE 611574DE36F94AE0
// INDEX 986
emote_sincerely_self	[&EMT&$a$ ist aufrichtig.]

// HASH_VALUE 607031B8694A6DE3
// INDEX 987
