*HASH_VALUE	sbrick ID	name	named	p	pd	* noms français	ia	da	pia	pda	description	description2
_19B3E751DB27C38B	bcmrca02	Matis Fernkampfwaffen 2	Matis Fernkampfwaffen 2	Matis Fernkampfwaffen 2	Matis Fernkampfwaffen 2		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 20
_19C3E7511B27C38C	bcmrca03	Matis Fernkampfwaffen 3	Matis Fernkampfwaffen 3	Matis Fernkampfwaffen 3	Matis Fernkampfwaffen 3		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 30
_19D3E7515C27C38D	bcmrca04	Matis Fernkampfwaffen 4	Matis Fernkampfwaffen 4	Matis Fernkampfwaffen 4	Matis Fernkampfwaffen 4		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 40
_19E3E7519C27C38E	bcmrca05	Matis Fernkampfwaffen 5	Matis Fernkampfwaffen 5	Matis Fernkampfwaffen 5	Matis Fernkampfwaffen 5		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 50
_19F3E751DC27C38F	bcmrca06	Matis Fernkampfwaffen 6	Matis Fernkampfwaffen 6	Matis Fernkampfwaffen 6	Matis Fernkampfwaffen 6		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 60
_1903E7511C27C390	bcmrca07	Matis Fernkampfwaffen 7	Matis Fernkampfwaffen 7	Matis Fernkampfwaffen 7	Matis Fernkampfwaffen 7		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 70
_1913E7515D27C391	bcmrca08	Matis Fernkampfwaffen 8	Matis Fernkampfwaffen 8	Matis Fernkampfwaffen 8	Matis Fernkampfwaffen 8		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 80
_1923E7519D27C392	bcmrca09	Matis Fernkampfwaffen 9	Matis Fernkampfwaffen 9	Matis Fernkampfwaffen 9	Matis Fernkampfwaffen 9		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 90
_40A1DDE88707FEB5	bcmrca10	Matis Fernkampfwaffen 10	Matis Fernkampfwaffen 10	Matis Fernkampfwaffen 10	Matis Fernkampfwaffen 10		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 100
_40A1DDE8C70702B6	bcmrca11	Matis Fernkampfwaffen 11	Matis Fernkampfwaffen 11	Matis Fernkampfwaffen 11	Matis Fernkampfwaffen 11		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 110
_40A1DDE8070706B7	bcmrca12	Matis Fernkampfwaffen 12	Matis Fernkampfwaffen 12	Matis Fernkampfwaffen 12	Matis Fernkampfwaffen 12		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 120
_40A1DDE847070AB8	bcmrca13	Matis Fernkampfwaffen 13	Matis Fernkampfwaffen 13	Matis Fernkampfwaffen 13	Matis Fernkampfwaffen 13		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 130
_40A1DDE888070EB9	bcmrca14	Matis Fernkampfwaffen 14	Matis Fernkampfwaffen 14	Matis Fernkampfwaffen 14	Matis Fernkampfwaffen 14		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 140
_40A1DDE8C80712BA	bcmrca15	Matis Fernkampfwaffen 15	Matis Fernkampfwaffen 15	Matis Fernkampfwaffen 15	Matis Fernkampfwaffen 15		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 150
_40A1DDE8080716BB	bcmrca16	Matis Fernkampfwaffen 16	Matis Fernkampfwaffen 16	Matis Fernkampfwaffen 16	Matis Fernkampfwaffen 16		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 160
_40A1DDE848071ABC	bcmrca17	Matis Fernkampfwaffen 17	Matis Fernkampfwaffen 17	Matis Fernkampfwaffen 17	Matis Fernkampfwaffen 17		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 170
_40A1DDE889071EBD	bcmrca18	Matis Fernkampfwaffen 18	Matis Fernkampfwaffen 18	Matis Fernkampfwaffen 18	Matis Fernkampfwaffen 18		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 180
_40A1DDE8C90722BE	bcmrca19	Matis Fernkampfwaffen 19	Matis Fernkampfwaffen 19	Matis Fernkampfwaffen 19	Matis Fernkampfwaffen 19		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 190
_80A1DDE88717FEB6	bcmrca20	Matis Fernkampfwaffen 20	Matis Fernkampfwaffen 20	Matis Fernkampfwaffen 20	Matis Fernkampfwaffen 20		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 200
_80A1DDE8C71702B7	bcmrca21	Matis Fernkampfwaffen 21	Matis Fernkampfwaffen 21	Matis Fernkampfwaffen 21	Matis Fernkampfwaffen 21		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 210
_80A1DDE8071706B8	bcmrca22	Matis Fernkampfwaffen 22	Matis Fernkampfwaffen 22	Matis Fernkampfwaffen 22	Matis Fernkampfwaffen 22		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 220
_80A1DDE847170AB9	bcmrca23	Matis Fernkampfwaffen 23	Matis Fernkampfwaffen 23	Matis Fernkampfwaffen 23	Matis Fernkampfwaffen 23		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 230
_80A1DDE888170EBA	bcmrca24	Matis Fernkampfwaffen 24	Matis Fernkampfwaffen 24	Matis Fernkampfwaffen 24	Matis Fernkampfwaffen 24		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 240
_80A1DDE8C81712BB	bcmrca25	Matis Fernkampfwaffen 25	Matis Fernkampfwaffen 25	Matis Fernkampfwaffen 25	Matis Fernkampfwaffen 25		ein	der		die	Befähigt zur Herstellung von Matis-Fernwaffen bis zur Stufe $cr_recommended	Matis Fernkampfwaffen Qualität 250
_8861B9388F5C10DF	bcmpca01	Matis Muntion 1	Matis Muntion 1	Matis Muntion 1	Matis Muntion 1		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 10
_C861B9380F5C10DF	bcmpca02	Matis Muntion 2	Matis Muntion 2	Matis Muntion 2	Matis Muntion 2		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 20
_0861B9388F5C10DF	bcmpca03	Matis Muntion 3	Matis Muntion 3	Matis Muntion 3	Matis Muntion 3		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 30
_4961B938115C10DF	bcmpca04	Matis Muntion 4	Matis Muntion 4	Matis Muntion 4	Matis Muntion 4		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 40
_8961B938915C10DF	bcmpca05	Matis Muntion 5	Matis Muntion 5	Matis Muntion 5	Matis Muntion 5		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 50
_C961B938115C10DF	bcmpca06	Matis Muntion 6	Matis Muntion 6	Matis Muntion 6	Matis Muntion 6		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 60
_0961B938915C10DF	bcmpca07	Matis Muntion 7	Matis Muntion 7	Matis Muntion 7	Matis Muntion 7		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 70
_4A61B938135C10DF	bcmpca08	Matis Muntion 8	Matis Muntion 8	Matis Muntion 8	Matis Muntion 8		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 80
_8A61B938935C10DF	bcmpca09	Matis Muntion 9	Matis Muntion 9	Matis Muntion 9	Matis Muntion 9		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 90
_A68238DC07BB9A6F	bcmpca10	Matis Muntion 10	Matis Muntion 10	Matis Muntion 10	Matis Muntion 10		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 100
_A6823CDC47BB9A70	bcmpca11	Matis Muntion 11	Matis Muntion 11	Matis Muntion 11	Matis Muntion 11		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 110
_A68240DC87BB9A71	bcmpca12	Matis Muntion 12	Matis Muntion 12	Matis Muntion 12	Matis Muntion 12		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 120
_A68244DCC7BB9A72	bcmpca13	Matis Muntion 13	Matis Muntion 13	Matis Muntion 13	Matis Muntion 13		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 130
_A68248DC08BB9A73	bcmpca14	Matis Muntion 14	Matis Muntion 14	Matis Muntion 14	Matis Muntion 14		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 140
_A6824CDC48BB9A74	bcmpca15	Matis Muntion 15	Matis Muntion 15	Matis Muntion 15	Matis Muntion 15		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 150
_A68250DC88BB9A75	bcmpca16	Matis Muntion 16	Matis Muntion 16	Matis Muntion 16	Matis Muntion 16		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 160
_A68254DCC8BB9A76	bcmpca17	Matis Muntion 17	Matis Muntion 17	Matis Muntion 17	Matis Muntion 17		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 170
_A68258DC09BB9A77	bcmpca18	Matis Muntion 18	Matis Muntion 18	Matis Muntion 18	Matis Muntion 18		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 180
_A6825CDC49BB9A78	bcmpca19	Matis Muntion 19	Matis Muntion 19	Matis Muntion 19	Matis Muntion 19		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 190
_E68238DD07CB9A6F	bcmpca20	Matis Muntion 20	Matis Muntion 20	Matis Muntion 20	Matis Muntion 20		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 200
_E6823CDD47CB9A70	bcmpca21	Matis Muntion 21	Matis Muntion 21	Matis Muntion 21	Matis Muntion 21		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 210
_E68240DD87CB9A71	bcmpca22	Matis Muntion 22	Matis Muntion 22	Matis Muntion 22	Matis Muntion 22		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 220
_E68244DDC7CB9A72	bcmpca23	Matis Muntion 23	Matis Muntion 23	Matis Muntion 23	Matis Muntion 23		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 230
_E68248DD08CB9A73	bcmpca24	Matis Muntion 24	Matis Muntion 24	Matis Muntion 24	Matis Muntion 24		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 240
_E6824CDD48CB9A74	bcmpca25	Matis Muntion 25	Matis Muntion 25	Matis Muntion 25	Matis Muntion 25		ein	der		die	Befähigt zur Herstellung von Matis-Munition bis zur Stufe $cr_recommended	Matis Muntion Qualität 250
_6AAAA0EDC5CFACE0	bcmsca01	Matis Schilde 1	Matis Schilde 1	Matis Schilde 1	Matis Schilde 1		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 10
_6AAAA0EE05DFACE0	bcmsca02	Matis Schilde 2	Matis Schilde 2	Matis Schilde 2	Matis Schilde 2		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 20
_6AAAA0EF45EFACE0	bcmsca03	Matis Schilde 3	Matis Schilde 3	Matis Schilde 3	Matis Schilde 3		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 30
_6AAAA0F086FFACE0	bcmsca04	Matis Schilde 4	Matis Schilde 4	Matis Schilde 4	Matis Schilde 4		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 40
_6AAAA0F1C60FACE0	bcmsca05	Matis Schilde 5	Matis Schilde 5	Matis Schilde 5	Matis Schilde 5		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 50
_6AAAA0F2061FACE0	bcmsca06	Matis Schilde 6	Matis Schilde 6	Matis Schilde 6	Matis Schilde 6		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 60
_6AAAA0F3462FACE0	bcmsca07	Matis Schilde 7	Matis Schilde 7	Matis Schilde 7	Matis Schilde 7		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 70
_6AAAA0F4873FACE0	bcmsca08	Matis Schilde 8	Matis Schilde 8	Matis Schilde 8	Matis Schilde 8		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 80
_6AAAA0F5C74FACE0	bcmsca09	Matis Schilde 9	Matis Schilde 9	Matis Schilde 9	Matis Schilde 9		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 90
_FD9F3A8F80B0F010	bcmsca10	Matis Schilde 10	Matis Schilde 10	Matis Schilde 10	Matis Schilde 10		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 100
_FDAF3A8F00B0F010	bcmsca11	Matis Schilde 11	Matis Schilde 11	Matis Schilde 11	Matis Schilde 11		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 110
_FDBF3A8F80B0F010	bcmsca12	Matis Schilde 12	Matis Schilde 12	Matis Schilde 12	Matis Schilde 12		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 120
_FDCF3A8F00B0F010	bcmsca13	Matis Schilde 13	Matis Schilde 13	Matis Schilde 13	Matis Schilde 13		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 130
_FDDF3A8F82B0F010	bcmsca14	Matis Schilde 14	Matis Schilde 14	Matis Schilde 14	Matis Schilde 14		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 140
_FDEF3A8F02B0F010	bcmsca15	Matis Schilde 15	Matis Schilde 15	Matis Schilde 15	Matis Schilde 15		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 150
_FDFF3A8F82B0F010	bcmsca16	Matis Schilde 16	Matis Schilde 16	Matis Schilde 16	Matis Schilde 16		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 160
_FD0F3A8F02B0F010	bcmsca17	Matis Schilde 17	Matis Schilde 17	Matis Schilde 17	Matis Schilde 17		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 170
_FD1F3A8F84B0F010	bcmsca18	Matis Schilde 18	Matis Schilde 18	Matis Schilde 18	Matis Schilde 18		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 180
_FD2F3A8F04B0F010	bcmsca19	Matis Schilde 19	Matis Schilde 19	Matis Schilde 19	Matis Schilde 19		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 190
_FD9F3E8F80D0F010	bcmsca20	Matis Schilde 20	Matis Schilde 20	Matis Schilde 20	Matis Schilde 20		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 200
_FDAF3E8F00D0F010	bcmsca21	Matis Schilde 21	Matis Schilde 21	Matis Schilde 21	Matis Schilde 21		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 210
_FDBF3E8F80D0F010	bcmsca22	Matis Schilde 22	Matis Schilde 22	Matis Schilde 22	Matis Schilde 22		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 220
_FDCF3E8F00D0F010	bcmsca23	Matis Schilde 23	Matis Schilde 23	Matis Schilde 23	Matis Schilde 23		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 230
_FDDF3E8F82D0F010	bcmsca24	Matis Schilde 24	Matis Schilde 24	Matis Schilde 24	Matis Schilde 24		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 240
_FDEF3E8F02D0F010	bcmsca25	Matis Schilde 25	Matis Schilde 25	Matis Schilde 25	Matis Schilde 25		ein	der		die	Befähigt zur Herstellung von Matis-Schilden bis zur Stufe $cr_recommended	Matis Schilde Qualität 250
_08C5DEA8AB8E9A73	bcmjca01	Matis Juwelen 1	Matis Juwelen 1	Matis Juwelen 1	Matis Juwelen 1		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 10
_08C5DEA8EB8EA273	bcmjca02	Matis Juwelen 2	Matis Juwelen 2	Matis Juwelen 2	Matis Juwelen 2		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 20
_08C5DEA82B8EAA73	bcmjca03	Matis Juwelen 3	Matis Juwelen 3	Matis Juwelen 3	Matis Juwelen 3		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 30
_08C5DEA86C8EB273	bcmjca04	Matis Juwelen 4	Matis Juwelen 4	Matis Juwelen 4	Matis Juwelen 4		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 40
_08C5DEA8AC8EBA73	bcmjca05	Matis Juwelen 5	Matis Juwelen 5	Matis Juwelen 5	Matis Juwelen 5		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 50
_08C5DEA8EC8EC273	bcmjca06	Matis Juwelen 6	Matis Juwelen 6	Matis Juwelen 6	Matis Juwelen 6		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 60
_08C5DEA82C8ECA73	bcmjca07	Matis Juwelen 7	Matis Juwelen 7	Matis Juwelen 7	Matis Juwelen 7		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 70
_08C5DEA86D8ED273	bcmjca08	Matis Juwelen 8	Matis Juwelen 8	Matis Juwelen 8	Matis Juwelen 8		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 80
_08C5DEA8AD8EDA73	bcmjca09	Matis Juwelen 9	Matis Juwelen 9	Matis Juwelen 9	Matis Juwelen 9		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 90
_DFECF6440AEA7FBF	bcmjca10	Matis Juwelen 10	Matis Juwelen 10	Matis Juwelen 10	Matis Juwelen 10		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 100
_DFECF6448AFA7FBF	bcmjca11	Matis Juwelen 11	Matis Juwelen 11	Matis Juwelen 11	Matis Juwelen 11		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 110
_DFECF6440A0A7FBF	bcmjca12	Matis Juwelen 12	Matis Juwelen 12	Matis Juwelen 12	Matis Juwelen 12		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 120
_DFECF6448A1A7FBF	bcmjca13	Matis Juwelen 13	Matis Juwelen 13	Matis Juwelen 13	Matis Juwelen 13		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 130
_DFECF6440C2A7FBF	bcmjca14	Matis Juwelen 14	Matis Juwelen 14	Matis Juwelen 14	Matis Juwelen 14		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 140
_DFECF6448C3A7FBF	bcmjca15	Matis Juwelen 15	Matis Juwelen 15	Matis Juwelen 15	Matis Juwelen 15		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 150
_DFECF6440C4A7FBF	bcmjca16	Matis Juwelen 16	Matis Juwelen 16	Matis Juwelen 16	Matis Juwelen 16		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 160
_DFECF6448C5A7FBF	bcmjca17	Matis Juwelen 17	Matis Juwelen 17	Matis Juwelen 17	Matis Juwelen 17		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 170
_DFECF6440E6A7FBF	bcmjca18	Matis Juwelen 18	Matis Juwelen 18	Matis Juwelen 18	Matis Juwelen 18		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 180
_DFECF6448E7A7FBF	bcmjca19	Matis Juwelen 19	Matis Juwelen 19	Matis Juwelen 19	Matis Juwelen 19		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 190
_DFECF6440A0A83BF	bcmjca20	Matis Juwelen 20	Matis Juwelen 20	Matis Juwelen 20	Matis Juwelen 20		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 200
_DFECF6448A1A83BF	bcmjca21	Matis Juwelen 21	Matis Juwelen 21	Matis Juwelen 21	Matis Juwelen 21		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 210
_DFECF6440A2A83BF	bcmjca22	Matis Juwelen 22	Matis Juwelen 22	Matis Juwelen 22	Matis Juwelen 22		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 220
_DFECF6448A3A83BF	bcmjca23	Matis Juwelen 23	Matis Juwelen 23	Matis Juwelen 23	Matis Juwelen 23		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 230
_DFECF6440C4A83BF	bcmjca24	Matis Juwelen 24	Matis Juwelen 24	Matis Juwelen 24	Matis Juwelen 24		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 240
_DFECF6448C5A83BF	bcmjca25	Matis Juwelen 25	Matis Juwelen 25	Matis Juwelen 25	Matis Juwelen 25		ein	der		die	Befähigt zur Herstellung von Matis-Schmuck bis zur Stufe $cr_recommended	Matis Juwelen Qualität 250
_7FC4AA98CF99318F	bctaca01	Tryker Rüstungen 1	Tryker Rüstungen 1	Tryker Rüstungen 1	Tryker Rüstungen 1		ein	der		die	Befähigt zur Herstellung von Tryker-Rüstungen bis zur Stufe $cr_recommended	Tryker Rüstungen Qualität 10
_7FC4AA980FA9358F	bctaca02	Tryker Rüstungen 2	Tryker Rüstungen 2	Tryker Rüstungen 2	Tryker Rüstungen 2		ein	der		die	Befähigt zur Herstellung von Tryker-Rüstungen bis zur Stufe $cr_recommended	Tryker Rüstungen Qualität 20
